Authors,Author full names,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords
"N.L., Tuck, Natalie L.; C., Pollard, Catherine; C., Good, Clinton; C., Williams, Caitlin; G.N., Lewis, Gwyn Nancy; M., Hames, Murray; T., Aamir, Tipu; D.J., Bean, Debbie J.","Tuck, Natalie L. (55557818800); Pollard, Catherine (57809196900); Good, Clinton (57808369300); Williams, Caitlin (57808913800); Lewis, Gwyn Nancy (7402637018); Hames, Murray (57808771700); Aamir, Tipu (57190767226); Bean, Debbie J. (55881079900)",55557818800; 57809196900; 57808369300; 57808913800; 7402637018; 57808771700; 57190767226; 55881079900,Active Virtual Reality for Chronic Primary Pain: Mixed Methods Randomized Pilot Study,2022,JMIR Formative Research,10.2196/38366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134374640&doi=10.2196%2F38366&partnerID=40&md5=b7013c3d3768591305f644138b6385e7,"Background: The modern management of chronic pain is largely focused on improving functional capacity (often despite ongoing pain) by using graded activation and exposure paradigms. However, many people with chronic pain find functional activation programs aversive, and dropout rates are high. Modern technologies such as virtual reality (VR) could provide a more enjoyable and less threatening way for people with chronic pain to engage in physical activity. Although VR has been successfully used for pain relief in acute and chronic pain settings, as well as to facilitate rehabilitation in conditions such as stroke and cerebral palsy, it is not known whether VR can also be used to improve functional outcomes in people with chronic pain. Objective: This study aimed to assess the feasibility of conducting an adequately powered randomized controlled trial (RCT) to test the efficacy of VR in a chronic pain treatment center and assess the acceptability of an active VR treatment program for patients in this setting. Methods: For this mixed methods pilot study, which was designed to test the feasibility and acceptability of the proposed study methods, 29 people seeking treatment for chronic pain were randomized to an active VR intervention or physiotherapy treatment as usual (TAU). The TAU group completed a 6-week waitlist before receiving standard treatment to act as a no-treatment control group. The VR intervention comprised twice-weekly immersive and embodied VR sessions using commercially available gaming software, which was selected to encourage movement. A total of 7 VR participants completed semistructured interviews to assess their perception of the intervention. Results: Of the 99 patients referred to physiotherapy, 53 (54%) were eligible, 29 (29%) enrolled, and 17 (17%) completed the trial, indicating that running an adequately powered RCT in this setting would not be feasible. Despite this, those in the VR group showed greater improvements in activity levels, pain intensity, and pain interference and reported greater treatment satisfaction and perceived improvement than both the waitlist and TAU groups. Relative effect sizes were larger when VR was compared with the waitlist (range small to very large) and smaller when VR was compared with TAU (range none to medium). The qualitative analysis produced the following three themes: VR is an enjoyable alternative to traditional physiotherapy, VR has functional and psychological benefits despite continued pain, and a well-designed VR setup is important. Conclusions: The active VR intervention in this study was highly acceptable to participants, produced favorable effects when compared with the waitlist, and showed similar outcomes as those of TAU. These findings suggest that a confirmatory RCT is warranted; however, substantial barriers to recruitment indicate that incentivizing participation and using a different treatment setting or running a multicenter trial are needed. © 2022 Elsevier B.V., All rights reserved.",Acceptability; Chronic Pain; Feasibility; Intervention; Pain Management; Physiotherapy; Rehabilitation; Serious Games; Virtual Reality; Vr,
"R.S., Gonçalves, Rogério Sales; M.R.S.B., de Souza, Marcus Romano Salles Bernardes; C., Giuseppe, Carbone","Gonçalves, Rogério Sales (57208894028); de Souza, Marcus Romano Salles Bernardes (57191750662); Giuseppe, Carbone (7005370456)",57208894028; 57191750662; 7005370456,Analysis of the Leap Motion Controller’s Performance in Measuring Wrist Rehabilitation Tasks Using an Industrial Robot Arm Reference,2022,Sensors,10.3390/s22134880,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132855918&doi=10.3390%2Fs22134880&partnerID=40&md5=e2d580e7ca1b11f48d6aa87d6db41663,"The Leap Motion Controller (LMC) is a low-cost markerless optical sensor that performs measurements of various parameters of the hands that has been investigated for a wide range of different applications. Research attention still needs to focus on the evaluation of its precision and accuracy to fully understand its limitations and widen its range of applications. This paper presents the experimental validation of the LMC device to verify the feasibility of its use in assessing and tailoring wrist rehabilitation therapy for the treatment of physical disabilities through continuous exercises and integration with serious gaming environments. An experimental set up and analysis is proposed using an industrial robot as motion reference. The high repeatability of the selected robot is used for comparisons with the measurements obtained via a leap motion controller while performing the basic movements needed for rehabilitation exercises of the human wrist. Experimental tests are analyzed and discussed to demonstrate the feasibility of using the leap motion controller for wrist rehabilitation. © 2022 Elsevier B.V., All rights reserved.",Accuracy; Hand; Leap Motion Controller; Repeatability; Wrist; Controllers; Costs; Motion Control; Serious Games; Accuracy; Hand; Industrial Robot Arms; Leap Motion Controller; Low-costs; Motion Controller; Performance; Repeatability; Wrist; Wrist Rehabilitation; Industrial Robots; Hand; Human; Robotics; Upper Limb; Wrist; Humans; Robotics; Upper Extremity; Wrist Joint,Controllers; Costs; Motion control; Serious games; Accuracy; Hand; Industrial robot arms; Leap motion controller; Low-costs; Motion controller; Performance; Repeatability; Wrist; Wrist Rehabilitation; Industrial robots; hand; human; robotics; upper limb; wrist; Humans; Robotics; Upper Extremity; Wrist Joint
"N., Seo, Najin; A.J., Barry, Alexander J.; M., Ghassemi, Mohammad; K.M., Triandafilou, Kristen M.; M.E.P., Stoykov, Mary Ellen Phillips; L., Vidakovic, Lynn; E.J., Roth, Elliot J.; D.G., Kamper, Derek G.","Seo, Najin (56177284200); Barry, Alexander J. (56814376300); Ghassemi, Mohammad (57195475356); Triandafilou, Kristen M. (52564672600); Stoykov, Mary Ellen Phillips (10140889800); Vidakovic, Lynn (57756729600); Roth, Elliot J. (7202767183); Kamper, Derek G. (6604056972)",56177284200; 56814376300; 57195475356; 52564672600; 10140889800; 57756729600; 7202767183; 6604056972,Use of an EMG-Controlled Game as a Therapeutic Tool to Retrain Hand Muscle Activation Patterns Following Stroke: A Pilot Study,2022,Journal of Neurologic Physical Therapy,10.1097/NPT.0000000000000398,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128201308&doi=10.1097%2FNPT.0000000000000398&partnerID=40&md5=270c9f2ec1d4d72120e39cea816d7db2,"Background/Purpose: To determine the feasibility of training with electromyographically (EMG) controlled games to improve control of muscle activation patterns in stroke survivors. Methods: Twenty chronic stroke survivors (>6 months) with moderate hand impairment were randomized to train either unilaterally (paretic only) or bilaterally over 9 one-hour training sessions. EMG signals from the unilateral or bilateral limbs controlled a cursor location on a computer screen for gameplay. The EMG muscle activation vector was projected onto the plane defined by the first 2 principal components of the activation workspace for the nonparetic hand. These principal components formed the x- A nd y-axes of the computer screen. Results: The recruitment goal (n = 20) was met over 9 months, with no screen failure, no attrition, and 97.8% adherence rate. After training, both groups significantly decreased the time to move the cursor to a novel sequence of targets (P = 0.006) by reducing normalized path length of the cursor movement (P = 0.005), and improved the Wolf Motor Function Test (WMFT) quality score (P = 0.01). No significant group difference was observed. No significant change was seen in the WMFT time or Box and Block Test. Discussion/Conclusions: Stroke survivors could successfully use the EMG-controlled games to train control of muscle activation patterns. While the nonparetic limb EMG was used in this study to create target EMG patterns, the system supports various means for creating target patterns per user desires. Future studies will employ training with the EMG-controlled games in conjunction with functional task practice for a longer intervention duration to improve overall hand function. Video Abstract available for more insights from the authors (see the Video, Supplemental Digital Content 1, available at: Http://links.lww.com/JNPT/A379). © 2022 Elsevier B.V., All rights reserved.","Emg; Motor Impairment; Neurorehabilitation; Serious Game; Stroke; Cerebrovascular Accident; Controlled Study; Hand; Human; Pilot Study; Randomized Controlled Trial; Skeletal Muscle; Stroke Rehabilitation; Hand; Humans; Muscle, Skeletal; Pilot Projects; Stroke; Stroke Rehabilitation","cerebrovascular accident; controlled study; hand; human; pilot study; randomized controlled trial; skeletal muscle; stroke rehabilitation; Hand; Humans; Muscle, Skeletal; Pilot Projects; Stroke; Stroke Rehabilitation"
"R., Maio, Rafael; J.B., Alves, João Bernardo; B., Marques, Bernardo; P., Dias, Paulo; N., Lau, Nuno","Maio, Rafael (57219867114); Alves, João Bernardo (57205416612); Marques, Bernardo (57202600898); Dias, Paulo (22333370800); Lau, Nuno (13907323500)",57219867114; 57205416612; 57202600898; 22333370800; 13907323500,Exploring an Augmented Reality Serious Game for Motorized Wheelchair Control,2022,ACM International Conference Proceeding Series,10.1145/3531073.3534471,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132258765&doi=10.1145%2F3531073.3534471&partnerID=40&md5=898164a4f853bddd81792a7f91151d9f,"This work describes an Augmented Reality Serious Game (ARSG) focused on facilitating the process of acquiring new skills in individuals with motor disabilities. In particular, this game aims to help them control a robotic wheelchair. A racing track was used as a game narrative, including restriction areas, static and dynamic objects, obstacles and various signs. A user study with 20 participants was conducted to compare different methods used to place virtual content on the real-world environment while the user interacts with the game and control the wheelchair in the physical space: C1 - motion tracking using cloud anchors; C2 - offline motion tracking. Results suggest condition C1 is more precise and robust, while condition C2 seems to be easier to configure. © 2022 Elsevier B.V., All rights reserved.",Augmented Reality; Cloud Anchors; Human-robot Interaction; Motion Tracking; Robotic Wheelchair; User Study; Anchors; Human Computer Interaction; Human Robot Interaction; Motion Analysis; Serious Games; Wheelchairs; Cloud Anchor; Condition; Humans-robot Interactions; Motion Tracking; Motor Disability; Motorized Wheelchairs; Racing Track; Robotic Wheelchairs; User Study; Wheelchair Control; Augmented Reality,Anchors; Human computer interaction; Human robot interaction; Motion analysis; Serious games; Wheelchairs; Cloud anchor; Condition; Humans-robot interactions; Motion tracking; Motor disability; Motorized wheelchairs; Racing track; Robotic wheelchairs; User study; Wheelchair control; Augmented reality
"X., Song, Xinyu; S.S., van de Ven, Shirdi Shankara; S., Chen, Shugeng; P., Kang, Peiqi; Q., Gao, Qinghua; J., Jia, Jie; P.B.B., Shull, Pete B. Bradley","Song, Xinyu (57211431240); van de Ven, Shirdi Shankara (57476782300); Chen, Shugeng (57192303484); Kang, Peiqi (57223424050); Gao, Qinghua (57212031860); Jia, Jie (59157655800); Shull, Pete B. Bradley (12753198500)",57211431240; 57476782300; 57192303484; 57223424050; 57212031860; 59157655800; 12753198500,Proposal of a Wearable Multimodal Sensing-Based Serious Games Approach for Hand Movement Training After Stroke,2022,Frontiers in Physiology,10.3389/fphys.2022.811950,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133317369&doi=10.3389%2Ffphys.2022.811950&partnerID=40&md5=233ec65f5ebfa513f298302e19a765b3,"Stroke often leads to hand motor dysfunction, and effective rehabilitation requires keeping patients engaged and motivated. Among the existing automated rehabilitation approaches, data glove-based systems are not easy to wear for patients due to spasticity, and single sensor-based approaches generally provided prohibitively limited information. We thus propose a wearable multimodal serious games approach for hand movement training after stroke. A force myography (FMG), electromyography (EMG), and inertial measurement unit (IMU)-based multi-sensor fusion model was proposed for hand movement classification, which was worn on the user’s affected arm. Two movement recognition-based serious games were developed for hand movement and cognition training. Ten stroke patients with mild to moderate motor impairments (Brunnstrom Stage for Hand II-VI) performed experiments while playing interactive serious games requiring 12 activities-of-daily-living (ADLs) hand movements taken from the Fugl Meyer Assessment. Feasibility was evaluated by movement classification accuracy and qualitative patient questionnaires. The offline classification accuracy using combined FMG-EMG-IMU was 81.0% for the 12 movements, which was significantly higher than any single sensing modality; only EMG, only FMG, and only IMU were 69.6, 63.2, and 47.8%, respectively. Patients reported that they were more enthusiastic about hand movement training while playing the serious games as compared to conventional methods and strongly agreed that they subjectively felt that the proposed training could be beneficial for improving upper limb motor function. These results showed that multimodal-sensor fusion improved hand gesture classification accuracy for stroke patients and demonstrated the potential of this proposed approach to be used as upper limb movement training after stroke. © 2022 Elsevier B.V., All rights reserved.",Emg; Fmg; Imu; Movement Training; Stroke; Adult; Arm Exercise; Article; Cerebrovascular Accident; Clinical Article; Cognition; Daily Life Activity; Electromyography; Feasibility Study; Female; Gesture; Hand Movement; Human; Male; Motor Dysfunction; Motor Performance; Questionnaire; Stroke Patient; Treatment Outcome; Upper Limb,adult; arm exercise; Article; cerebrovascular accident; clinical article; cognition; daily life activity; electromyography; feasibility study; female; gesture; hand movement; human; male; motor dysfunction; motor performance; questionnaire; stroke patient; treatment outcome; upper limb
"B., Guglietti, Bianca; D.A., Hobbs, David A.; B., Wesson, Bradley; B., Ellul, Benjamin; A., McNamara, Angus; S., Drum, Simon; L.E., Collins-Praino, Lyndsey E.","Guglietti, Bianca (57226343280); Hobbs, David A. (12809490100); Wesson, Bradley (56022072400); Ellul, Benjamin (57226340635); McNamara, Angus (58081028500); Drum, Simon (58080450000); Collins-Praino, Lyndsey E. (54917169900)",57226343280; 12809490100; 56022072400; 57226340635; 58081028500; 58080450000; 54917169900,Development and Co-design of NeuroOrb: A Novel “Serious Gaming” System Targeting Cognitive Impairment in Parkinson’s Disease,2022,Frontiers in Aging Neuroscience,10.3389/fnagi.2022.728212,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146957611&doi=10.3389%2Ffnagi.2022.728212&partnerID=40&md5=5f6235bbb3acf3f0eac4418f0abe7f49,"Whilst Parkinson’s disease (PD) is typically thought of as a motor disease, a significant number of individuals also experience cognitive impairment (CI), ranging from mild-CI to dementia. One technique that may prove effective in delaying the onset of CI in PD is cognitive training (CT); however, evidence to date is variable. This may be due to the implementation of CT in this population, with the motor impairments of PD potentially hampering the ability to use standard equipment, such as pen-and-paper or a computer mouse. This may, in turn, promote negative attitudes toward the CT paradigm, which may correlate with poorer outcomes. Consequently, optimizing a system for the delivery of CT in the PD population may improve the accessibility of and engagement with the CT paradigm, subsequently leading to better outcomes. To achieve this, the NeuroOrb Gaming System was designed, coupling a novel accessible controller, specifically developed for use with people with motor impairments, with a “Serious Games” software suite, custom-designed to target the cognitive domains typically affected in PD. The aim of the current study was to evaluate the usability of the NeuroOrb through a reiterative co-design process, in order to optimize the system for future use in clinical trials of CT in individuals with PD. Individuals with PD (n = 13; mean age = 68.15 years; mean disease duration = 8 years) were recruited from the community and participated in three co-design loops. After implementation of key stakeholder feedback to make significant modifications to the system, system usability was improved and participant attitudes toward the NeuroOrb were very positive. Taken together, this provides rationale for moving forward with a future clinical trial investigating the utility of the NeuroOrb as a tool to deliver CT in PD. © 2023 Elsevier B.V., All rights reserved.",Brain Training; Co-design; Cognitive Impairment; Cognitive Training; Dementia; Parkinson’s; Serious Games; Neuroorb; Aged; Article; Clinical Article; Clinical Outcome; Cognitive Defect; Cognitive Rehabilitation; Controlled Study; Demographics; Disease Duration; Ergonomics; Feedback System; Female; Human; Male; Motor Dysfunction; Parkinson Disease; Patient Attitude; Patient Selection; Process Optimization; Product Design; Questionnaire; Stakeholder Engagement; Usability Testing,aged; Article; clinical article; clinical outcome; cognitive defect; cognitive rehabilitation; controlled study; demographics; disease duration; ergonomics; feedback system; female; human; male; motor dysfunction; Parkinson disease; patient attitude; patient selection; process optimization; product design; questionnaire; stakeholder engagement; usability testing
"T., Gargot, Thomas; D., Archambault, Dominique; M., Chetouani, Mohamed; D., Cohen, David; W., Johal, Wafa; S.M., Anzalone, Salvatore Maria","Gargot, Thomas (56875393000); Archambault, Dominique (22833711800); Chetouani, Mohamed (8964513700); Cohen, David (57198586747); Johal, Wafa (55912460600); Anzalone, Salvatore Maria (6507273126)",56875393000; 22833711800; 8964513700; 57198586747; 55912460600; 6507273126,Automatic Assessment of Motor Impairments in Autism Spectrum Disorders: A Systematic Review,2022,Cognitive Computation,10.1007/s12559-021-09940-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122690366&doi=10.1007%2Fs12559-021-09940-8&partnerID=40&md5=95302797ae0e516bfae038b99944f681,"Autism spectrum disorder (ASD) is mainly described as a disorder of communication and socialization. However, motor abnormalities are also common in ASD. New technologies may offer quantitative and automatic metrics to measure movement difficulties. We sought to identify computational methods to automatize the assessment of motor impairments in ASD. We systematically searched for the terms ’autism’, ’movement’, ’automatic’, ’computational’ and ’engineering’ in IEEE (Institute of Electrical and Electronics Engineers), Medline and Scopus databases and reviewed the literature from inception to 2018. We included all articles discussing: (1) automatic assessment/new technologies, (2) motor behaviours and (3) children with ASD. We excluded studies that included patient’s or parent’s reported outcomes as online questionnaires that focused on computational models of movement, but also eye tracking, facial emotion or sleep. In total, we found 53 relevant articles that explored static and kinetic equilibrium, like posture, walking, fine motor skills, motor synchrony and movements during social interaction that can be impaired in individuals with autism. Several devices were used to capture relevant motor information such as cameras, 3D cameras, motion capture systems, accelerometers. Interestingly, since 2012, the number of studies increased dramatically as technologies became less invasive, more precise and more affordable. Open-source software has enabled the extraction of relevant data. In a few cases, these technologies have been implemented in serious games, like “Pictogram Room”, to measure the motor status and the progress of children with ASD. Movement computing opens new perspectives for patient assessment in ASD research, enabling precise characterizations in experimental and at-home settings, and a better understanding of the role of sensorimotor disturbances in the development of social cognition and ASD. These methods would likely enable researchers and clinicians to better distinguish ASD from other motors disorders while facilitating an improved monitoring of children’s progress in more ecological settings (i.e. at home or school). © 2022 Elsevier B.V., All rights reserved.",Autism Spectrum Disorders; Automatic; Clumsiness; Computational; Diagnosis; Movement; Cameras; Computational Methods; Diseases; Eye Tracking; Open Systems; Serious Games; Surveys; Autism Spectrum Disorders; Automatic; Automatic Assessment; Children With Autisms; Clumsiness; Computational; Motor Impairments; Movement; Quantitative Metric; Systematic Review; Open Source Software,Cameras; Computational methods; Diseases; Eye tracking; Open systems; Serious games; Surveys; Autism spectrum disorders; Automatic; Automatic assessment; Children with autisms; Clumsiness; Computational; Motor impairments; Movement; Quantitative metric; Systematic Review; Open source software
"C., Sousa, Carla; J.C., Neves, José Carlos; M.J., Damásio, Manuel José","Sousa, Carla (57194547821); Neves, José Carlos (57211909412); Damásio, Manuel José (6603284718)",57194547821; 57211909412; 6603284718,The Pedagogical Value of Creating Accessible Games: A Case Study with Higher Education Students,2022,Multimodal Technologies and Interaction,10.3390/mti6020010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123839374&doi=10.3390%2Fmti6020010&partnerID=40&md5=4e673981a2dcb38ffd1c6017b82225c7,"The potential of games in empowering underrepresented groups is a central theme in the field of media studies. However, to ensure that everyone can benefit from them, it is necessary to ensure that they are inclusive and accessible. In the present work, we have implemented a Participatory Action Research (PAR) approach to target this problem, right at the stage of training new game designers and game developers. Thus, through a game-design-based or experimental game design pedagogical approach, we intended to promote inclusive and accessibility-driven game design and development skills in students, while decreasing their negative attitudes towards people with Intellectual Disability (pwID). A protocol with a Non-Governmental Organization in the field was established and, during two semesters, students were challenged to develop 10 accessible games and physical interfaces for pwID and motor disabilities, through participatory processes. Pre and post assessment was conducted, through a mixed-method approach. After participating in this process, students reported satisfaction and increased knowledge of cognitive and motor accessibility, and inclusive game design in general. Moreover, the attitudinal assessment showed significantly lower levels of prejudiced beliefs towards pwID (p < 0.05). © 2022 Elsevier B.V., All rights reserved.",Accessibility; Game Creation; Game Design; Game Development; Game-based Learning; Games; Higher Education; Inclusion; Intellectual Disability,
"D.R., de Matos Jorge Ferreira, Daniel Rogerio; T.F.M., de Lima, Tiago França Melo; G.A., de Assis, Gilda Aparecida; E.L., Ruivo, Eurico L.P.; B.S., Da Silva Rodrigues, Bruno S.; A.G.D., Corrêa, Ana Grasielle Dionísio","de Matos Jorge Ferreira, Daniel Rogerio (58064095800); de Lima, Tiago França Melo (57207594545); de Assis, Gilda Aparecida (24757776200); Ruivo, Eurico L.P. (56401829700); Da Silva Rodrigues, Bruno S. (57215487125); Corrêa, Ana Grasielle Dionísio (24757700000)",58064095800; 57207594545; 24757776200; 56401829700; 57215487125; 24757700000,Design of exergames controlled by wearable devices for sensorimotor skills: a framework proposal,2022,,10.1109/SEGAH54908.2022.9978550,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146226476&doi=10.1109%2FSEGAH54908.2022.9978550&partnerID=40&md5=f1a456fa894513ac1155c75e201d0d1c,"The application of serious games in health has great potential, but it also presents some challenges. One of them is the effective combination of game design and development aspects with the therapeutic activities aimed at prevention, diagnosis, and motor rehabilitation. Aiming to help people with sensory-motor disabilities to acquire, recover or maintain their range of motion, wearable devices with sensors can be incorporated into the design to estimate and measure kinematic and dynamic parameters. The use of wearable technologies brings potential benefits in supporting therapeutic exercises but also increases the challenge, as it will require finding a proper balance between the particularities of the sensors, the game design, and the protocols established by health professionals. Many parameters associated with muscle biosignals, such as speed, joint angles, body gravity center, reaction forces, tremor, and overall progress of patients, can be obtained using wearable devices. However, their use combined with serious games for sensory-motor rehabilitation requires proper mapping of the signals acquired through the sensors into useful metrics to support therapists in treatment planning and monitoring the patient's evolution, and how both will be linked into the game design. In this paper, we present the conception of a framework to support the design of serious games controlled by wearable technologies that aim to assist healthcare professionals with sensory-motor skills rehabilitation of their patients. © 2023 Elsevier B.V., All rights reserved.",Framework; Game Design; Games For Health; Sensory-motor Rehabilitation; Serious Games; Wearable Device; Diagnosis; Game Design; Gravitation; Patient Rehabilitation; Patient Treatment; Wearable Sensors; Exergames; Framework; Game Development; Game For Healths; Motor Rehabilitation; Sensorimotors; Sensory Motors; Sensory-motor Rehabilitation; Wearable Devices; Serious Games,Diagnosis; Game design; Gravitation; Patient rehabilitation; Patient treatment; Wearable sensors; Exergames; Framework; Game development; Game for healths; Motor rehabilitation; Sensorimotors; Sensory motors; Sensory-motor rehabilitation; Wearable devices; Serious games
"Z., Hadjadj, Zineb; M., Masmoudi, Mostefa; A., Meziane, Abdelkrim; N., Zenati, Nadia","Hadjadj, Zineb (56539924400); Masmoudi, Mostefa (57218657017); Meziane, Abdelkrim (8605069200); Zenati, Nadia (24529284800)",56539924400; 57218657017; 8605069200; 24529284800,Leap motion controller for upper limbs physical rehabilitation in post-stroke patients: a usability evaluation,2022,,10.1109/SSD54932.2022.9955760,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143840263&doi=10.1109%2FSSD54932.2022.9955760&partnerID=40&md5=9474a66c62130b4059be6fe735109c99,"Stroke in Algeria is one of the most important causes of severe physical disability. Since the disease strongly influences the quality of life of patients, optimal solutions for the treatment of post-stroke patients are needed. The use of new technologies in the field of rehabilitation aims to reduce the impact of functional problems. Recent studies have shown that technologies such as virtual reality and video games can provide a way that can motivate and help patients recover their motor skills. In this paper, our objective is to evaluate the usability of the Leap Motion Controller virtual reality system (LMC), which is a sensor that captures the movement of the patient's hands and fingers without the need to place sensors or devices on the body, with serious games specifically designed for upper limbs rehabilitation in post-stroke patients. We measured the usability of the LMC system used with serious games as well as the level of satisfaction among healthy participants and post-stroke patients from Bounaama Djilali Hospital (CHU Douera) in Algeria. The results show favorable data, for the first time, the LMC is a usable tool, measured by the System Usability Scale (SUS). In addition, participants demonstrated good motivation, enjoyment and the majority of them said that they would like to use the proposed system in future treatment. Nevertheless, further studies are needed to confirm these preliminary findings. © 2022 Elsevier B.V., All rights reserved.",Leap Motion Controller (lmc); Motor Activity Of The Upper Limbs; Rehabilitation; Serious Games; Stroke; Virtual Reality; Controllers; Human Computer Interaction; Motion Control; Patient Rehabilitation; Patient Treatment; Serious Games; Usability Engineering; Algeria; Leap Motion Controller; Motion Controller; Motor Activity; Motor Activity Of The Upper Limb; Physical Rehabilitation; Post Stroke Patients; Stroke; Usability Evaluation; Virtual Reality,Controllers; Human computer interaction; Motion control; Patient rehabilitation; Patient treatment; Serious games; Usability engineering; Algeria; Leap motion controller; Motion controller; Motor activity; Motor activity of the upper limb; Physical rehabilitation; Post stroke patients; Stroke; Usability evaluation; Virtual reality
"R.S., Gonalves, Rogerio Sales; M.R.S.B., de Souza, Marcus Romano Salles Bernardes; C., Giuseppe, Carbone; M.M., Ceccarelli, Marco M.","Gonalves, Rogerio Sales (57226319686); de Souza, Marcus Romano Salles Bernardes (57191750662); Giuseppe, Carbone (7005370456); Ceccarelli, Marco M. (7102783688)",57226319686; 57191750662; 7005370456; 7102783688,Development of a Serious Game Using the Leap Motion Controller for Virtual Rehabilitation of a Human Upper Limbs,2022,Mechanisms and Machine Science,10.1007/978-3-031-10776-4_57,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135829560&doi=10.1007%2F978-3-031-10776-4_57&partnerID=40&md5=fd72999be5f4f149d8ec17118981785d,"Rehabilitation therapy is the treatment of people with physical disabilities through continuous exercise, assisting them in their quality of life. However, the repetitive nature of these exercises can be interpreted as boring or discouraging, and patient motivation plays a key role in their recovery because it makes the process more tolerable. Virtual rehabilitation, which is a therapy based on the use of serious games, came up to provide a local or remote intervention, through virtual reality devices. Serious games, whose primary purpose is not entertainment, have been widely used in therapies motivating patients and making the entire therapeutic process more enjoyable. The Leap Motion Controller is a device capable of tracking the user’s hands and it has been the object of study in several researches in the field of virtual rehabilitation. This paper presents the development of a serious game named You Can Cook Again, with the focus on virtual rehabilitation of the human upper limbs considering the limitation of the Leap Motion Controller. © 2022 Elsevier B.V., All rights reserved.",Leap Motion Controller; Serious Games; Virtual Rehabilitation; Controllers; Motion Control; Motivation; Patient Rehabilitation; Virtual Reality; Leap Motion Controller; Motion Controller; Physical Disability; Quality Of Life; Rehabilitation Therapy; Upper Limbs; Virtual Reality Devices; Virtual Rehabilitation; Serious Games,Controllers; Motion control; Motivation; Patient rehabilitation; Virtual reality; Leap motion controller; Motion controller; Physical disability; Quality of life; Rehabilitation therapy; Upper limbs; Virtual reality devices; Virtual rehabilitation; Serious games
"A., Rojo, Ana; S., del Riego, Susana; C., Sánchez-López De Pablo, Cristina; E.J., Urendes, E. J.; R., Garcia-Carmona, Rodrigo; S., Lerma, Sergio; R., Raya, Rafael","Rojo, Ana (57291198800); del Riego, Susana (56685613900); Sánchez-López De Pablo, Cristina (55977801900); Urendes, E. J. (55319923100); Garcia-Carmona, Rodrigo (36720396100); Lerma, Sergio (56152167600); Raya, Rafael (24469131700)",57291198800; 56685613900; 55977801900; 55319923100; 36720396100; 56152167600; 24469131700,POWERUP: A 3D-Printed Exoskeleton and Serious Games for the Rehabilitation of Children with Motor Disabilities,2022,Lecture Notes in Computer Science,10.1007/978-3-031-08645-8_27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135056406&doi=10.1007%2F978-3-031-08645-8_27&partnerID=40&md5=edf951f44d1759486f0f9b4524fc11a1,"Objective: This study presents the design and evaluation of goal-directed arm tasks using a customised exoskeleton for children with motor disabilities (MD). A further aim was to investigate the suitability of using video games or virtual reality as motivational technologies for gamified functional exercises. Methods: An upper limb exoskeleton and two gamified solutions adapted for functional exercises have been developed. Preliminary tests have been carried out with children with motor impairments and similar disorders to assess the level of satisfaction with the use of this proposed configuration. Results: The satisfaction results regarding the usability of the exoskeleton with these immersive gamified systems have been very positive, highlighting the ease of use, adaptability, comfort, lightness and safety of the exoskeleton. Preliminary validation results of the concept idea have also been excellent, as the exoskeleton system combined with the goal-directed tasks based video game has provided the user with the perception of control from the first session. The design, based on 3D printed materials, will allow the exoskeleton to be used more widely in day care centres due to its low cost and high usability. Conclusion: Training with gamified systems that motivate the patient to perform exercises together with exoskeletons that aid movement are positively accepted by children with motor disabilities. In addition, the use of an exoskeleton seems to improve the goals achieved by the children in the games. © 2022 Elsevier B.V., All rights reserved.",Exoskeleton; Motor Disabilities; Rehabilitation; Serious Games; Upper Limb; 3d Printers; Exoskeleton (robotics); Human Computer Interaction; Neuromuscular Rehabilitation; Virtual Reality; Design And Evaluations; Ease-of-use; Exoskeleton; Goal-directed; Immersive; Level Of Satisfaction; Motor Disability; Motor Impairments; Upper Limbs; Video-games; Serious Games,3D printers; Exoskeleton (Robotics); Human computer interaction; Neuromuscular rehabilitation; Virtual reality; Design and evaluations; Ease-of-use; Exoskeleton; Goal-directed; Immersive; Level of satisfaction; Motor disability; Motor impairments; Upper limbs; Video-games; Serious games
